record_type,party,region,constituency,seats,votes,vote_pct,majority,turnout_pct,turnout_total,electorate
constituency_result,Labour,Scotland,Hamilton South,,,,15878,71.07%,,
constituency_result,Labour,Scotland,Hamilton North and Bellshill,,,,17067,70.88%,,
constituency_result,Labour,Scotland,"Inverness East, Nairn and Lochaber",,,,2339,72.71%,,
constituency_result,Labour,Scotland,Kilmarnock and Loudoun,,,,7256,77.24%,,
constituency_result,Labour,Scotland,Kirkcaldy,,,,10710,67.02%,,
constituency_result,Labour,Scotland,Linlithgow,,,,10838,73.84%,,
constituency_result,Labour,Scotland,Livingston,,,,11747,71.04%,,
constituency_result,Labour,Scotland,Midlothian,,,,9870,74.13%,,
constituency_result,Labour,Scotland,Motherwell and Wishaw,,,,12791,70.08%,,
constituency_result,Labour,Scotland,Ochil,,,,4652,77.40%,,
constituency_result,Labour,Scotland,Paisley North,,,,12814,68.65%,,
constituency_result,Labour,Scotland,Paisley South,,,,12750,69.12%,,
constituency_result,Labour,Scotland,Renfrewshire West,,,,7979,76.00%,,
constituency_result,Labour,Scotland,Stirling,,,,6411,81.84%,,
constituency_result,Labour,Scotland,Strathkelvin and Bearsden,,,,16292,78.94%,,
constituency_result,Labour,Scotland,Na h-Eileanan an Iar (Western Isles),,,,3576,70.08%,,
constituency_result,Labour,Wales,Aberavon,,,,21571,71.89%,,
constituency_result,Labour,Wales,Alyn and Deeside,,,,16403,72.21%,,
constituency_result,Labour,Wales,Blaenau Gwent,,,,28035,72.32%,,
constituency_result,Labour,Wales,Bridgend,,,,15248,72.44%,,
constituency_result,Labour,Wales,Caerphilly,,,,25839,70.05%,,
constituency_result,Labour,Wales,Cardiff Central,,,,7923,70.01%,,
constituency_result,Labour,Wales,Cardiff North,,,,8126,80.24%,,
constituency_result,Labour,Wales,Cardiff South and Penarth,,,,13861,68.60%,,
constituency_result,Labour,Wales,Cardiff West,,,,15628,69.21%,,
constituency_result,Labour,Wales,Carmarthen East and Dinefwr,,,,3450,78.62%,,
constituency_result,Labour,Wales,Carmarthen West and Pembrokeshire South,,,,9621,76.52%,,
constituency_result,Labour,Wales,Clwyd South,,,,13810,73.62%,,
constituency_result,Labour,Wales,Clwyd West,,,,1848,75.29%,,
constituency_result,Labour,Wales,Conwy,,,,1596,75.44%,,
constituency_result,Labour,Wales,Cynon Valley,,,,19755,69.22%,,
constituency_result,Labour,Wales,Delyn,,,,12693,75.88%,,
constituency_result,Labour,Wales,Gower,,,,13007,75.12%,,
constituency_result,Labour,Wales,Islwyn,,,,23931,72.03%,,
constituency_result,Labour,Wales,Llanelli,,,,16039,70.66%,,
constituency_result,Labour,Wales,Merthyr Tydfil and Rhymney,,,,27086,69.27%,,
constituency_result,Labour,Wales,Monmouth,,,,4178,80.76%,,
constituency_result,Labour,Wales,Neath,,,,26741,74.28%,,
constituency_result,Labour,Wales,Newport East,,,,13523,73.06%,,
constituency_result,Labour,Wales,Newport West,,,,14537,74.57%,,
constituency_result,Labour,Wales,Ogmore,,,,24447,73.10%,,
constituency_result,Labour,Wales,Pontypridd,,,,23129,71.44%,,
constituency_result,Labour,Wales,Preseli Pembrokeshire,,,,8736,78.40%,,
constituency_result,Labour,Wales,Rhondda,,,,24931,71.46%,,
constituency_result,Labour,Wales,Swansea East,,,,25569,67.41%,,
constituency_result,Labour,Wales,Swansea West,,,,14459,68.94%,,
constituency_result,Labour,Wales,Torfaen,,,,24536,71.67%,,
constituency_result,Labour,Wales,Vale of Clwyd,,,,8955,74.65%,,
constituency_result,Labour,Wales,Vale of Glamorgan,,,,10532,80.21%,,
constituency_result,Labour,Wales,Wrexham,,,,11762,71.78%,,
constituency_result,Conservative,London,Beckenham,,,,4953,74.65%,,
constituency_result,Conservative,London,Bromley and Chislehurst,,,,11118,74.17%,,
constituency_result,Conservative,London,Chingford and Woodford Green,,,,5714,70.66%,,
constituency_result,Conservative,London,Chipping Barnet,,,,1035,71.78%,,
constituency_result,Conservative,London,Cities of London and Westminster,,,,4881,58.16%,,
constituency_result,Conservative,London,Croydon South,,,,11930,73.45%,,
constituency_result,Conservative,London,Kensington and Chelsea,,,,9519,54.71%,,
constituency_result,Conservative,London,Old Bexley and Sidcup,,,,3569,75.53%,,
constituency_result,Conservative,London,Orpington,,,,2952,76.40%,,
constituency_result,Conservative,London,Ruislip Northwood,,,,7794,74.24%,,
constituency_result,Conservative,London,Uxbridge,,,,724,72.26%,,
constituency_result,Conservative,East of England,Bedfordshire Mid,,,,7090,78.41%,,
constituency_result,Conservative,East of England,Bedfordshire South West,,,,132,75.76%,,
constituency_result,Conservative,East of England,Billericay,,,,1356,72.40%,,
constituency_result,Conservative,East of England,Brentwood and Ongar,,,,9690,76.85%,,
constituency_result,Conservative,East of England,Broxbourne,,,,6653,70.41%,,
constituency_result,Conservative,East of England,Bury St Edmunds,,,,368,75.02%,,
constituency_result,Conservative,East of England,Cambridgeshire North East,,,,5101,72.87%,,
constituency_result,Conservative,East of England,Cambridgeshire North West,,,,7754,74.20%,,
constituency_result,Conservative,East of England,Cambridgeshire South,,,,8712,76.85%,,
constituency_result,Conservative,East of England,Cambridgeshire South East,,,,9349,75.08%,,
constituency_result,Conservative,East of England,Chelmsford West,,,,6691,76.99%,,
constituency_result,Conservative,East of England,Epping Forest,,,,5252,72.82%,,
constituency_result,Conservative,East of England,Essex North,,,,5476,75.30%,,
constituency_result,Conservative,East of England,Hertford and Stortford,,,,6885,76.05%,,
constituency_result,Conservative,East of England,Hertfordshire North East,,,,3088,77.42%,,
constituency_result,Conservative,East of England,Hertfordshire South West,,,,10021,77.31%,,
constituency_result,Conservative,East of England,Hertsmere,,,,3075,74.03%,,
constituency_result,Conservative,East of England,Hitchin and Harpenden,,,,6671,77.99%,,
constituency_result,Conservative,East of England,Huntingdon,,,,18140,74.86%,,
constituency_result,Conservative,East of England,Maldon and Chelmsford East,,,,10039,76.13%,,
constituency_result,Conservative,East of England,Norfolk Mid,,,,1336,76.29%,,
constituency_result,Conservative,East of England,Norfolk North,,,,1293,76.27%,,
constituency_result,Conservative,East of England,Norfolk South,,,,7378,78.37%,,
constituency_result,Conservative,East of England,Norfolk South West,,,,2464,73.28%,,
constituency_result,Conservative,East of England,Bedfordshire North East,,,,5883,77.83%,,
constituency_result,Conservative,East of England,Rayleigh,,,,10684,74.65%,,
constituency_result,Conservative,East of England,Rochford and Southend East,,,,4225,63.88%,,
constituency_result,Conservative,East of England,Saffron Walden,,,,10573,76.99%,,
constituency_result,Conservative,East of England,Southend West,,,,2615,69.95%,,
constituency_result,Conservative,East of England,Suffolk Central and Ipswich North,,,,3538,75.22%,,
constituency_result,Conservative,East of England,Suffolk Coastal,,,,3254,75.80%,,
constituency_result,Conservative,East of England,Suffolk South,,,,4175,77.20%,,
constituency_result,Conservative,East of England,Suffolk West,,,,1867,71.51%,,
constituency_result,Conservative,South East,Aldershot,,,,6621,71.07%,,
constituency_result,Conservative,South East,Arundel and South Downs,,,,14035,75.90%,,
constituency_result,Conservative,South East,Ashford,,,,5355,74.57%,,
constituency_result,Conservative,South East,Aylesbury,,,,8419,72.81%,,
constituency_result,Conservative,South East,Banbury,,,,4737,75.46%,,
constituency_result,Conservative,South East,Basingstoke,,,,2397,74.16%,,
constituency_result,Conservative,South East,Beaconsfield,,,,13987,72.80%,,
constituency_result,Conservative,South East,Bexhill and Battle,,,,11100,74.70%,,
constituency_result,Conservative,South East,Bognor Regis and Littlehampton,,,,7321,69.86%,,
constituency_result,Conservative,South East,Bracknell,,,,10387,74.52%,,
constituency_result,Conservative,South East,Buckingham,,,,12386,78.48%,,
constituency_result,Conservative,South East,Canterbury,,,,3964,72.58%,,
constituency_result,Conservative,South East,Chesham and Amersham,,,,13859,75.38%,,
constituency_result,Conservative,South East,Chichester,,,,9734,74.88%,,
constituency_result,Conservative,South East,Eastbourne,,,,1994,72.80%,,
constituency_result,Conservative,South East,Epsom and Ewell,,,,11525,74.00%,,
constituency_result,Conservative,South East,Esher and Walton,,,,14528,74.14%,,
constituency_result,Conservative,South East,Fareham,,,,10358,75.85%,,
constituency_result,Conservative,South East,Faversham and Kent Mid,,,,4173,73.50%,,
constituency_result,Conservative,South East,Folkestone and Hythe,,,,6332,73.15%,,
constituency_result,Conservative,South East,Gosport,,,,6258,70.25%,,
constituency_result,Conservative,South East,Guildford,,,,4791,75.40%,,
constituency_result,Conservative,South East,Hampshire East,,,,11590,75.88%,,
constituency_result,Conservative,South East,Hampshire North East,,,,14398,73.95%,,
constituency_result,Conservative,South East,Hampshire North West,,,,11551,74.66%,,
constituency_result,Conservative,South East,Havant,,,,3729,70.63%,,
constituency_result,Conservative,South East,Henley,,,,11167,77.60%,,
constituency_result,Conservative,South East,Horsham,,,,14862,75.78%,,
constituency_result,Conservative,South East,Maidenhead,,,,11981,75.61%,,
constituency_result,Conservative,South East,Maidstone and The Weald,,,,9603,73.98%,,
constituency_result,Conservative,South East,Mole Valley,,,,10221,78.86%,,
constituency_result,Conservative,South East,New Forest East,,,,5215,74.64%,,
constituency_result,Conservative,South East,New Forest West,,,,11332,74.79%,,
constituency_result,Conservative,South East,Reigate,,,,7741,74.40%,,
constituency_result,Conservative,South East,Romsey,,,,8585,76.99%,,
constituency_result,Conservative,South East,Runnymede and Weybridge,,,,9875,71.44%,,
constituency_result,Conservative,South East,Sevenoaks,,,,10461,75.44%,,
constituency_result,Conservative,South East,Spelthorne,,,,3473,73.58%,,
constituency_result,Conservative,South East,Surrey East,,,,15093,75.02%,,
constituency_result,Conservative,South East,Surrey Heath,,,,16287,74.14%,,
constituency_result,Conservative,South East,Surrey South West,,,,2694,78.03%,,
constituency_result,Conservative,South East,Sussex Mid,,,,6854,77.73%,,
constituency_result,Conservative,South East,Thanet North,,,,2766,68.84%,,
constituency_result,Conservative,South East,Tonbridge and Malling,,,,10230,75.97%,,
constituency_result,Conservative,South East,Tunbridge Wells,,,,7506,74.10%,,
constituency_result,Conservative,South East,Wantage,,,,6089,78.22%,,
constituency_result,Conservative,South East,Wealden,,,,14204,74.32%,,
constituency_result,Conservative,South East,Windsor,,,,9917,73.46%,,
constituency_result,Conservative,South East,Witney,,,,7028,76.72%,,
constituency_result,Conservative,South East,Woking,,,,5678,72.68%,,
constituency_result,Conservative,South East,Wokingham,,,,9365,75.74%,,
constituency_result,Conservative,South East,Worthing East and Shoreham,,,,5098,72.87%,,
constituency_result,Conservative,South East,Worthing West,,,,7713,72.12%,,
constituency_result,Conservative,South East,Wycombe,,,,2370,71.10%,,
constituency_result,Conservative,South West,Bournemouth East,,,,4342,70.21%,,
constituency_result,Conservative,South West,Bournemouth West,,,,5710,66.22%,,
constituency_result,Conservative,South West,Bridgwater,,,,1796,74.79%,,
constituency_result,Conservative,South West,Christchurch,,,,2165,78.61%,,
constituency_result,Conservative,South West,"Cotswolds, The",,,,11965,75.92%,,
constituency_result,Conservative,South West,Devizes,,,,9782,74.69%,,
constituency_result,Conservative,South West,Devon East,,,,7494,76.05%,,
constituency_result,Conservative,South West,Devon South West,,,,7397,76.17%,,
constituency_result,Conservative,South West,Dorset Mid and Poole North,,,,681,75.67%,,
constituency_result,Conservative,South West,Dorset South,,,,77,74.16%,,
constituency_result,Conservative,South West,Dorset West,,,,1840,76.10%,,
constituency_result,Conservative,South West,Dorset North,,,,2746,76.30%,,
constituency_result,Conservative,South West,Poole,,,,5298,70.84%,,
constituency_result,Conservative,South West,Salisbury,,,,6276,73.75%,,
constituency_result,Conservative,South West,Teignbridge,,,,281,77.08%,,
constituency_result,Conservative,South West,Tewkesbury,,,,9234,76.46%,,
constituency_result,Conservative,South West,Tiverton and Honiton,,,,1653,78.06%,,
constituency_result,Conservative,South West,Totnes,,,,877,76.30%,,
constituency_result,Conservative,South West,Wells,,,,528,78.11%,,
constituency_result,Conservative,South West,Westbury,,,,6088,76.35%,,
constituency_result,Conservative,South West,Wiltshire North,,,,3475,75.11%,,
constituency_result,Conservative,South West,Woodspring,,,,7734,78.55%,,
constituency_result,Conservative,East Midlands,Blaby,,,,6474,76.05%,,
constituency_result,Conservative,East Midlands,Boston and Skegness,,,,647,68.87%,,
constituency_result,Conservative,East Midlands,Bosworth,,,,1027,76.57%,,
constituency_result,Conservative,East Midlands,Charnwood,,,,5900,77.28%,,
constituency_result,Conservative,East Midlands,Daventry,,,,7378,77.04%,,
constituency_result,Conservative,East Midlands,Derbyshire West,,,,4885,78.23%,,
constituency_result,Conservative,East Midlands,Gainsborough,,,,6826,74.56%,,
constituency_result,Conservative,East Midlands,Grantham and Stamford,,,,2692,73.25%,,
constituency_result,Conservative,East Midlands,Harborough,,,,6524,75.27%,,
constituency_result,Conservative,East Midlands,Louth and Horncastle,,,,6900,72.58%,,
constituency_result,Conservative,East Midlands,Rushcliffe,,,,5055,78.89%,,
constituency_result,Conservative,East Midlands,Rutland and Melton,,,,8836,75.02%,,
constituency_result,Conservative,East Midlands,Sleaford and North Hykeham,,,,5123,74.39%,,
constituency_result,Conservative,East Midlands,South Holland and The Deepings,,,,7991,71.98%,,
constituency_result,Conservative,West Midlands,Aldridge-Brownhills,,,,2526,74.26%,,
constituency_result,Conservative,West Midlands,Bromsgrove,,,,4845,77.14%,,
constituency_result,Conservative,West Midlands,Leominster,,,,8835,76.60%,,
constituency_result,Conservative,West Midlands,Lichfield,,,,238,77.48%,,
constituency_result,Conservative,West Midlands,Ludlow,,,,5909,75.55%,,
constituency_result,Conservative,West Midlands,Meriden,,,,582,71.73%,,
constituency_result,Conservative,West Midlands,Shropshire North,,,,2195,72.71%,,
constituency_result,Conservative,West Midlands,Solihull,,,,11397,74.66%,,
constituency_result,Conservative,West Midlands,Staffordshire South,,,,7821,74.19%,,
constituency_result,Conservative,West Midlands,Stone,,,,3818,77.77%,,
constituency_result,Conservative,West Midlands,Stratford-on-Avon,,,,14106,76.26%,,
constituency_result,Conservative,West Midlands,Sutton Coldfield,,,,14885,72.92%,,
constituency_result,Conservative,West Midlands,Worcestershire Mid,,,,9412,74.32%,,
constituency_result,Conservative,West Midlands,Worcestershire West,,,,3846,76.25%,,
constituency_result,Conservative,Yorkshire and the Humber,Beverley and Holderness,,,,1211,73.06%,,
constituency_result,Conservative,Yorkshire and the Humber,Haltemprice and Howden,,,,7514,75.53%,,
constituency_result,Conservative,Yorkshire and the Humber,Richmond (Yorks),,,,10051,73.38%,,
constituency_result,Conservative,Yorkshire and the Humber,Ryedale,,,,5058,74.80%,,
constituency_result,Conservative,Yorkshire and the Humber,Skipton and Ripon,,,,11620,75.44%,,
constituency_result,Conservative,Yorkshire and the Humber,Vale of York,,,,9721,76.01%,,
constituency_result,Conservative,Yorkshire and the Humber,Yorkshire East,,,,3337,70.55%,,
constituency_result,Conservative,North East,Hexham,,,,222,77.52%,,
constituency_result,Conservative,North West,Altrincham and Sale West,,,,1505,73.32%,,
constituency_result,Conservative,North West,Cheadle,,,,3189,77.58%,,
constituency_result,Conservative,North West,Congleton,,,,6130,77.56%,,
constituency_result,Conservative,North West,Eddisbury,,,,1185,75.78%,,
constituency_result,Conservative,North West,Fylde,,,,8963,72.94%,,
constituency_result,Conservative,North West,Macclesfield,,,,8654,75.22%,,
constituency_result,Conservative,North West,Penrith and The Border,,,,10233,73.63%,,
constituency_result,Conservative,North West,Ribble Valley,,,,6640,78.75%,,
constituency_result,Conservative,North West,Westmorland and Lonsdale,,,,4521,74.25%,,
constituency_result,Liberal Democrat,London,Carshalton and Wallington,,,,2267,73.33%,,
constituency_result,Liberal Democrat,London,Kingston and Surbiton,,,,56,75.35%,,
constituency_result,Liberal Democrat,London,Richmond Park,,,,2951,79.43%,,
constituency_result,Liberal Democrat,London,Southwark North and Bermondsey,,,,3387,62.19%,,
constituency_result,Liberal Democrat,London,Sutton and Cheam,,,,2097,75.01%,,
constituency_result,Liberal Democrat,London,Twickenham,,,,4281,79.34%,,
constituency_result,Liberal Democrat,East of England,Colchester,,,,1581,69.58%,,
constituency_result,Liberal Democrat,South East,Eastleigh,,,,754,76.91%,,
constituency_result,Liberal Democrat,South East,Isle of Wight,,,,6406,71.95%,,
constituency_result,Liberal Democrat,South East,Lewes,,,,1300,76.42%,,
constituency_result,Liberal Democrat,South East,Newbury,,,,8517,76.65%,,
constituency_result,Liberal Democrat,South East,Oxford West and Abingdon,,,,6285,77.14%,,
constituency_result,Liberal Democrat,South East,Portsmouth South,,,,4327,64.21%,,
constituency_result,Liberal Democrat,South East,Winchester,,,,2,78.66%,,
constituency_result,Liberal Democrat,South West,Bath,,,,9319,76.24%,,
constituency_result,Liberal Democrat,South West,Cheltenham,,,,6645,74.03%,,
constituency_result,Liberal Democrat,South West,Cornwall South East,,,,6480,75.74%,,
constituency_result,Liberal Democrat,South West,Devon West and Torridge,,,,1957,77.91%,,
constituency_result,Liberal Democrat,South West,Cornwall North,,,,13847,73.05%,,
constituency_result,Liberal Democrat,South West,Devon North,,,,6181,77.92%,,
constituency_result,Liberal Democrat,South West,Northavon,,,,2137,79.21%,,
constituency_result,Liberal Democrat,South West,Somerton and Frome,,,,130,77.58%,,
constituency_result,Liberal Democrat,South West,St Ives,,,,7170,75.20%,,
constituency_result,Liberal Democrat,South West,Taunton,,,,2443,76.47%,,
constituency_result,Liberal Democrat,South West,Torbay,,,,12,73.79%,,
constituency_result,Liberal Democrat,South West,Truro and St Austell,,,,12501,73.87%,,
constituency_result,Liberal Democrat,South West,Weston-Super-Mare,,,,1274,73.68%,,
constituency_result,Liberal Democrat,South West,Yeovil,,,,11403,72.88%,,
constituency_result,Liberal Democrat,West Midlands,Hereford,,,,6648,75.22%,,
constituency_result,Liberal Democrat,Yorkshire and the Humber,Harrogate and Knaresborough,,,,6236,73.13%,,
constituency_result,Liberal Democrat,Yorkshire and the Humber,Sheffield Hallam,,,,8271,72.38%,,
constituency_result,Liberal Democrat,North East,Berwick-upon-Tweed,,,,8042,74.08%,,
constituency_result,Liberal Democrat,North West,Hazel Grove,,,,11814,77.46%,,
constituency_result,Liberal Democrat,North West,Southport,,,,6160,72.09%,,
constituency_result,Liberal Democrat,Scotland,Aberdeenshire West and Kincardine,,,,2662,73.07%,,
constituency_result,Liberal Democrat,Scotland,Argyll and Bute,,,,6081,72.23%,,
constituency_result,Liberal Democrat,Scotland,"Caithness, Sutherland and Easter Ross",,,,2259,70.18%,,
constituency_result,Liberal Democrat,Scotland,Edinburgh West,,,,7253,77.91%,,
constituency_result,Liberal Democrat,Scotland,Fife North East,,,,10356,71.16%,,
constituency_result,Liberal Democrat,Scotland,Gordon,,,,6997,71.89%,,
constituency_result,Liberal Democrat,Scotland,Orkney and Shetland,,,,6968,64.00%,,
constituency_result,Liberal Democrat,Scotland,"Ross, Skye and Inverness West",,,,4019,71.81%,,
constituency_result,Liberal Democrat,Scotland,Roxburgh and Berwickshire,,,,7906,73.91%,,
constituency_result,Liberal Democrat,Scotland,"Tweeddale, Ettrick and Lauderdale",,,,1489,76.64%,,
constituency_result,Liberal Democrat,Wales,Brecon and Radnorshire,,,,5097,82.24%,,
constituency_result,Liberal Democrat,Wales,Montgomeryshire,,,,6303,74.91%,,
constituency_result,UUP,Northern Ireland,Antrim East,,,,6389,58.25%,,
constituency_result,UUP,Northern Ireland,Antrim South,,,,16611,57.91%,,
constituency_result,UUP,Northern Ireland,Belfast North,,,,13024,64.19%,,
constituency_result,UUP,Northern Ireland,Belfast South,,,,4600,62.24%,,
constituency_result,UUP,Northern Ireland,Fermanagh and South Tyrone,,,,13688,74.75%,,
constituency_result,UUP,Northern Ireland,Lagan Valley,,,,16925,62.21%,,
constituency_result,UUP,Northern Ireland,Londonderry East,,,,3794,64.77%,,
constituency_result,UUP,Northern Ireland,Strangford,,,,5852,59.47%,,
constituency_result,UUP,Northern Ireland,Tyrone West,,,,1161,79.55%,,
constituency_result,UUP,Northern Ireland,Upper Bann,,,,9252,67.88%,,
constituency_result,SNP,Scotland,Angus,,,,10189,72.14%,,
constituency_result,SNP,Scotland,Banff and Buchan,,,,12845,68.69%,,
constituency_result,SNP,Scotland,Galloway and Upper Nithsdale,,,,5624,79.65%,,
constituency_result,SNP,Scotland,Moray,,,,5566,68.21%,,
constituency_result,SNP,Scotland,Perth,,,,3141,73.87%,,
constituency_result,SNP,Scotland,Tayside North,,,,4160,74.25%,,
constituency_result,Plaid Cymru,Wales,Caernarfon,,,,7449,73.72%,,
constituency_result,Plaid Cymru,Wales,Ceredigion,,,,6961,73.90%,,
constituency_result,Plaid Cymru,Wales,Meirionnydd Nant Conwy,,,,6805,75.98%,,
constituency_result,Plaid Cymru,Wales,Ynys Mon,,,,2481,75.41%,,
constituency_result,SDLP,Northern Ireland,Down South,,,,9933,70.84%,,
constituency_result,SDLP,Northern Ireland,Foyle,,,,13664,70.71%,,
constituency_result,SDLP,Northern Ireland,Newry and Armagh,,,,4889,75.40%,,
constituency_result,DUP,Northern Ireland,Antrim North,,,,10574,63.78%,,
constituency_result,DUP,Northern Ireland,Belfast East,,,,6754,63.21%,,
constituency_result,Sinn Féin,Northern Ireland,Belfast West,,,,7909,74.27%,,
constituency_result,Sinn Féin,Northern Ireland,Ulster Mid,,,,1883,86.12%,,
constituency_result,Speaker,West Midlands,West Bromwich West,,,,15423,54.37%,,
constituency_result,Independents,Northern Ireland,Down North,,,,1449,58.02%,,
constituency_result,Independents,North West,Tatton,,,,11077,76.45,,
