record_type,party,region,constituency,seats,votes,vote_pct,majority,turnout_pct,turnout_total,electorate
constituency_result,Labour,Yorkshire and the Humber,Morley and Rothwell,,,,14750,68.7,,
constituency_result,Labour,Yorkshire and the Humber,Normanton,,,,21754,66.5,,
constituency_result,Labour,Yorkshire and the Humber,Penistone and Stocksbridge,,,,16056,68.3,,
constituency_result,Labour,Yorkshire and the Humber,Pontefract and Castleford,,,,25131,60.9,,
constituency_result,Conservative,Yorkshire and the Humber,Richmond (Yorks),,,,17376,70.2,,
constituency_result,Labour,Yorkshire and the Humber,Rotherham,,,,21469,57.2,,
constituency_result,Conservative,Yorkshire and the Humber,Ryedale,,,,5069,73.6,,
constituency_result,Labour,Yorkshire and the Humber,Scarborough and Whitby,,,,5124,70.9,,
constituency_result,Labour,Yorkshire and the Humber,Selby,,,,3836,74.8,,
constituency_result,Labour,Yorkshire and the Humber,Sheffield Attercliffe,,,,24004,57.5,,
constituency_result,Labour,Yorkshire and the Humber,Sheffield Brightside and Hillsborough,,,,24104,50.9,,
constituency_result,Labour,Yorkshire and the Humber,Sheffield Central,,,,20594,53.5,,
constituency_result,Liberal Democrat,Yorkshire and the Humber,Sheffield Hallam,,,,8498,73.3,,
constituency_result,Labour,Yorkshire and the Humber,Sheffield Heeley,,,,17078,61.4,,
constituency_result,Labour,Yorkshire and the Humber,Shipley,,,,2996,73.6,,
constituency_result,Conservative,Yorkshire and the Humber,Skipton and Ripon,,,,11620,73.8,,
constituency_result,Labour,Yorkshire and the Humber,Spen Valley,,,,9000,70.5,,
constituency_result,Labour,Yorkshire and the Humber,Wakefield,,,,14604,65.8,,
constituency_result,Labour,Yorkshire and the Humber,Wentworth,,,,21619,62.7,,
constituency_result,Conservative,Yorkshire and the Humber,Wetherby,,,,14875,77.2,,
constituency_result,Labour,Yorkshire and the Humber,York,,,,20523,71.3,,
constituency_result,Liberal Democrat,North East,Berwick-upon-Tweed,,,,8042,70.3,,
constituency_result,Labour,North East,Bishop Auckland,,,,21064,68.0,,
constituency_result,Labour,North East,Blaydon,,,,16605,65.8,,
constituency_result,Labour,North East,Blyth Valley,,,,17736,62.2,,
constituency_result,Labour,North East,Darlington,,,,16047,73.0,,
constituency_result,Labour,North East,Durham City of,,,,19254,65.5,,
constituency_result,Labour,North East,Durham North,,,,26299,61.3,,
constituency_result,Labour,North East,Durham North West,,,,24754,66.3,,
constituency_result,Labour,North East,Easington,,,,30012,57.3,,
constituency_result,Labour,North East,Gateshead East and Washington West,,,,24630,62.8,,
constituency_result,Labour,North East,Hartlepool,,,,17508,65.3,,
constituency_result,Conservative,North East,Hexham,,,,222,72.2,,
constituency_result,Labour,North East,Houghton and Washington East,,,,24921,60.3,,
constituency_result,Labour,North East,Jarrow,,,,21933,62.9,,
constituency_result,Labour,North East,Middlesbrough,,,,25018,57.8,,
constituency_result,Labour,North East,Middlesbrough South and East Cleveland,,,,10607,67.4,,
constituency_result,Labour,North East,Newcastle upon Tyne Central,,,,16860,56.8,,
constituency_result,Labour,North East,Newcastle upon Tyne East and Wallsend,,,,23080,61.3,,
constituency_result,Labour,North East,Newcastle upon Tyne North,,,,19332,67.2,,
constituency_result,Labour,North East,Redcar,,,,21469,65.1,,
constituency_result,Labour,North East,Sedgefield,,,,25143,70.9,,
constituency_result,Labour,North East,South Shields,,,,22153,59.1,,
constituency_result,Labour,North East,Stockton North,,,,21357,66.4,,
constituency_result,Labour,North East,Stockton South,,,,11585,73.0,,
constituency_result,Labour,North East,Sunderland North,,,,22481,56.1,,
constituency_result,Labour,North East,Sunderland South,,,,19638,56.0,,
constituency_result,Labour,North East,Tyne Bridge,,,,22906,55.7,,
constituency_result,Labour,North East,Tynemouth,,,,11273,72.6,,
constituency_result,Labour,North East,Wansbeck,,,,22367,64.3,,
constituency_result,Conservative,North West,Altrincham and Sale West,,,,1505,75.4,,
constituency_result,Labour,North West,Ashton under Lyne,,,,22246,66.3,,
constituency_result,Labour,North West,Barrow and Furness,,,,12643,72.5,,
constituency_result,Labour,North West,Birkenhead,,,,21843,63.1,,
constituency_result,Labour,North West,Blackburn,,,,14451,66.1,,
constituency_result,Labour,North West,Blackpool North and Fleetwood,,,,8946,67.5,,
constituency_result,Labour,North West,Blackpool South,,,,11616,62.1,,
constituency_result,Labour,North West,Bolton North East,,,,12669,69.6,,
constituency_result,Labour,North West,Bolton South East,,,,21311,63.4,,
constituency_result,Labour,North West,Bolton West,,,,7072,74.2,,
constituency_result,Labour,North West,Bootle,,,,28421,61.4,,
constituency_result,Labour,North West,Burnley,,,,17062,64.4,,
constituency_result,Labour,North West,Bury North,,,,7560,74.5,,
constituency_result,Labour,North West,Bury South,,,,12979,72.5,,
constituency_result,Labour,North West,Chester City of,,,,10945,75.3,,
constituency_result,Liberal Democrat,North West,Cheadle,,,,3189,77.5,,
constituency_result,Labour,North West,Chorley,,,,9870,76.3,,
constituency_result,Conservative,North West,Congleton,,,,6130,78.3,,
constituency_result,Labour,North West,Copeland,,,,11944,73.3,,
constituency_result,Labour,North West,Crewe and Nantwich,,,,15806,73.7,,
constituency_result,Labour,North West,Crosby,,,,7182,73.7,,
constituency_result,Labour,North West,Denton and Reddish,,,,18645,63.1,,
constituency_result,Conservative,North West,Eddisbury,,,,1185,76.0,,
constituency_result,Labour,North West,Ellesmere Port and Neston,,,,16039,74.3,,
constituency_result,Conservative,North West,Fylde,,,,8963,71.6,,
constituency_result,Labour,North West,Halton,,,,23650,65.8,,
constituency_result,Liberal Democrat,North West,Hazel Grove,,,,11814,77.3,,
constituency_result,Labour,North West,Heywood and Middleton,,,,17542,65.8,,
constituency_result,Labour,North West,Hyndburn,,,,11448,69.4,,
constituency_result,Labour,North West,Knowsley North and Sefton East,,,,26147,65.7,,
constituency_result,Labour,North West,Knowsley South,,,,30708,63.0,,
constituency_result,Labour,North West,Lancaster and Wyre,,,,1295,72.5,,
constituency_result,Labour,North West,Leigh,,,,24496,63.6,,
constituency_result,Labour,North West,Liverpool Broadgreen,,,,21417,60.8,,
constituency_result,Labour,North West,Liverpool Edge Hill,,,,21799,57.4,,
constituency_result,Labour,North West,Liverpool Garston,,,,18337,65.4,,
constituency_result,Labour,North West,Liverpool Riverside,,,,21799,49.4,,
constituency_result,Labour,North West,Liverpool Walton,,,,27038,58.8,,
constituency_result,Labour,North West,Liverpool Wavertree,,,,19701,56.7,,
constituency_result,Labour,North West,Liverpool West Derby,,,,26168,60.1,,
constituency_result,Conservative,North West,Macclesfield,,,,8654,76.8,,
constituency_result,Labour,North West,Makerfield,,,,26254,63.5,,
constituency_result,Labour,North West,Manchester Blackley,,,,19588,53.2,,
constituency_result,Labour,North West,Manchester Central,,,,19958,42.4,,
constituency_result,Labour,North West,Manchester Gorton,,,,17342,49.4,,
constituency_result,Labour,North West,Manchester Withington,,,,18581,57.5,,
constituency_result,Labour,North West,Morecambe and Lunesdale,,,,5965,71.7,,
constituency_result,Labour,North West,Oldham East and Saddleworth,,,,3389,69.3,,
constituency_result,Labour,North West,Oldham West and Royton,,,,16454,63.6,,
constituency_result,Labour,North West,Pendle,,,,10295,72.4,,
constituency_result,Labour,North West,Preston,,,,18399,62.8,,
constituency_result,Labour,North West,Ribble South,,,,5084,73.5,,
constituency_result,Conservative,North West,Ribble Valley,,,,6640,76.5,,
constituency_result,Labour,North West,Rochdale,,,,17436,65.8,,
constituency_result,Labour,North West,Rossendale and Darwen,,,,10949,74.2,,
constituency_result,Labour,North West,Runcorn and Helsby,,,,22000,69.0,,
constituency_result,Labour,North West,Salford,,,,17069,55.0,,
constituency_result,Liberal Democrat,North West,Southport,,,,6160,70.5,,
constituency_result,Labour,North West,St Helens North,,,,23417,62.6,,
constituency_result,Labour,North West,St Helens South,,,,22403,59.5,,
constituency_result,Labour,North West,Stalybridge and Hyde,,,,14806,64.9,,
constituency_result,Labour,North West,Stockport,,,,18912,68.1,,
constituency_result,Labour,North West,Stretford and Urmston,,,,13640,71.1,,
constituency_result,Independents,North West,Tatton,,,,11077,73.3,,
constituency_result,Labour,North West,Wallasey,,,,17534,70.5,,
constituency_result,Labour,North West,Warrington North,,,,19527,67.2,,
constituency_result,Labour,North West,Warrington South,,,,10807,72.3,,
constituency_result,Labour,North West,Weaver Vale,,,,11765,72.0,,
constituency_result,Labour,North West,Wigan,,,,22643,62.1,,
constituency_result,Labour,North West,Wirral South,,,,7888,81.6,,
constituency_result,Labour,North West,Wirral West,,,,2738,79.9,,
constituency_result,Labour,North West,Worsley,,,,17741,65.6,,
constituency_result,Labour,North West,Wythenshawe and Sale East,,,,15019,59.8,,
constituency_result,Labour,Scotland,Aberdeen North,,,,10010,68.3,,
constituency_result,Labour,Scotland,Aberdeen South,,,,3365,74.3,,
constituency_result,Liberal Democrat,Scotland,Aberdeenshire West and Kincardine,,,,2662,73.0,,
constituency_result,Labour,Scotland,Airdrie and Shotts,,,,15412,67.3,,
constituency_result,SNP,Scotland,Angus,,,,10189,64.7,,
constituency_result,Liberal Democrat,Scotland,Argyll and Bute,,,,6081,69.1,,
constituency_result,Labour,Scotland,Ayr,,,,6543,74.5,,
constituency_result,SNP,Scotland,Banff and Buchan,,,,12845,68.3,,
constituency_result,Liberal Democrat,Scotland,Caithness Sutherland and Easter Ross,,,,2259,62.1,,
constituency_result,Labour,Scotland,Carrick Cumnock and Doon Valley,,,,21062,69.2,,
constituency_result,Labour,Scotland,Central Ayrshire,,,,11785,73.7,,
constituency_result,Labour,Scotland,Coatbridge and Chryston,,,,19295,65.9,,
constituency_result,Labour,Scotland,Cumbernauld and Kilsyth,,,,12119,67.2,,
constituency_result,Labour,Scotland,Cunninghame North,,,,11039,73.5,,
constituency_result,Labour,Scotland,Cunninghame South,,,,14869,71.6,,
constituency_result,Labour,Scotland,Dumbarton,,,,10203,71.0,,
constituency_result,Labour,Scotland,Dumfries,,,,9643,76.9,,
constituency_result,Labour,Scotland,Dundee East,,,,9961,65.9,,
constituency_result,Labour,Scotland,Dundee West,,,,11859,65.4,,
constituency_result,Labour,Scotland,Dunfermline East,,,,18751,61.3,,
constituency_result,Labour,Scotland,Dunfermline West,,,,12954,65.0,,
constituency_result,Labour,Scotland,East Kilbride,,,,17384,71.1,,
constituency_result,Labour,Scotland,East Lothian,,,,14221,73.4,,
constituency_result,Labour,Scotland,Eastwood,,,,3236,78.1,,
constituency_result,Labour,Scotland,Edinburgh Central,,,,11070,70.0,,
constituency_result,Labour,Scotland,Edinburgh East and Musselburgh,,,,14000,68.2,,
constituency_result,Labour,Scotland,Edinburgh North and Leith,,,,10978,67.1,,
constituency_result,Labour,Scotland,Edinburgh Pentlands,,,,4159,74.2,,
constituency_result,Labour,Scotland,Edinburgh South,,,,11328,73.6,,
constituency_result,Liberal Democrat,Scotland,Edinburgh West,,,,7253,73.6,,
constituency_result,Labour,Scotland,Falkirk East,,,,13385,69.1,,
constituency_result,Labour,Scotland,Falkirk West,,,,13783,68.6,,
constituency_result,Labour,Scotland,Fife Central,,,,13881,61.7,,
constituency_result,Liberal Democrat,Scotland,Fife North East,,,,10356,71.9,,
constituency_result,SNP,Scotland,Galloway and Upper Nithsdale,,,,5624,74.5,,
constituency_result,Labour,Scotland,Glasgow Anniesland,,,,15154,56.3,,
constituency_result,Labour,Scotland,Glasgow Baillieston,,,,14840,53.1,,
constituency_result,Labour,Scotland,Glasgow Cathcart,,,,12964,65.7,,
constituency_result,Labour,Scotland,Glasgow Govan,,,,3152,58.2,,
constituency_result,Labour,Scotland,Glasgow Kelvin,,,,9665,54.0,,
constituency_result,Labour,Scotland,Glasgow Maryhill,,,,14264,52.3,,
constituency_result,Labour,Scotland,Glasgow Pollok,,,,13791,56.5,,
constituency_result,Labour,Scotland,Glasgow Rutherglen,,,,15007,62.1,,
constituency_result,Labour,Scotland,Glasgow Shettleston,,,,15868,48.3,,
constituency_result,Labour,Scotland,Glasgow Springburn,,,,17326,51.7,,
constituency_result,Liberal Democrat,Scotland,Gordon,,,,6997,73.4,,
constituency_result,Labour,Scotland,Greenock and Inverclyde,,,,13040,68.4,,
constituency_result,Labour,Scotland,Hamilton North and Bellshill,,,,17067,65.2,,
constituency_result,Labour,Scotland,Hamilton South,,,,15878,66.6,,
constituency_result,Labour,Scotland,Inverness East Nairn and Lochaber,,,,2339,68.3,,
constituency_result,Labour,Scotland,Kilmarnock and Loudoun,,,,7256,72.8,,
constituency_result,Labour,Scotland,Kirkcaldy,,,,10710,62.7,,
constituency_result,Labour,Scotland,Linlithgow,,,,10838,70.0,,
constituency_result,Labour,Scotland,Livingston,,,,11747,67.4,,
constituency_result,Labour,Scotland,Midlothian,,,,10980,70.4,,
constituency_result,SNP,Scotland,Moray,,,,5566,67.3,,
constituency_result,Labour,Scotland,Motherwell and Wishaw,,,,16963,65.0,,
constituency_result,Labour,Scotland,Na h-Eileanan an Iar,,,,4240,60.1,,
constituency_result,SNP,Scotland,North Tayside,,,,7160,66.3,,
constituency_result,Labour,Scotland,Ochil,,,,4652,71.3,,
constituency_result,Liberal Democrat,Scotland,Orkney and Shetland,,,,6968,64.0,,
constituency_result,Labour,Scotland,Paisley North,,,,12814,65.9,,
constituency_result,Labour,Scotland,Paisley South,,,,2731,63.7,,
constituency_result,SNP,Scotland,Perth,,,,3141,71.4,,
constituency_result,Labour,Scotland,Renfrew West,,,,9600,68.0,,
constituency_result,Liberal Democrat,Scotland,Ross Skye and Inverness West,,,,4019,65.3,,
constituency_result,Liberal Democrat,Scotland,Roxburgh and Berwickshire,,,,7906,66.8,,
constituency_result,Labour,Scotland,Stirling,,,,6411,78.1,,
constituency_result,Labour,Scotland,Strathkelvin and Bearsden,,,,16292,77.8,,
constituency_result,SNP,Scotland,Tayside North,,,,7160,66.0,,
constituency_result,Liberal Democrat,Scotland,Tweeddale Ettrick and Lauderdale,,,,1489,68.5,,
constituency_result,Labour,Scotland,West Renfrewshire,,,,7979,67.7,,
constituency_result,Labour,Wales,Aberavon,,,,27120,68.1,,
constituency_result,Labour,Wales,Alyn and Deeside,,,,16403,74.9,,
constituency_result,Labour,Wales,Blaenau Gwent,,,,28035,67.8,,
constituency_result,Liberal Democrat,Wales,Brecon and Radnorshire,,,,5097,76.5,,
constituency_result,Labour,Wales,Bridgend,,,,15880,74.1,,
constituency_result,Plaid Cymru,Wales,Caernarfon,,,,7449,70.1,,
constituency_result,Labour,Wales,Caerphilly,,,,21478,72.8,,
constituency_result,Labour,Wales,Cardiff Central,,,,7923,66.9,,
constituency_result,Labour,Wales,Cardiff North,,,,8126,79.5,,
constituency_result,Labour,Wales,Cardiff South and Penarth,,,,15628,68.9,,
constituency_result,Labour,Wales,Cardiff West,,,,15628,71.1,,
constituency_result,Plaid Cymru,Wales,Carmarthen East and Dinefwr,,,,3885,76.3,,
constituency_result,Labour,Wales,Carmarthen West and South Pembrokeshire,,,,9621,75.9,,
constituency_result,Plaid Cymru,Wales,Ceredigion,,,,3646,76.8,,
constituency_result,Labour,Wales,Clwyd South,,,,13247,73.7,,
constituency_result,Conservative,Wales,Clwyd West,,,,1848,74.1,,
constituency_result,Labour,Wales,Conwy,,,,1596,74.3,,
constituency_result,Labour,Wales,Cynon Valley,,,,23860,69.5,,
constituency_result,Labour,Wales,Delyn,,,,12693,76.5,,
constituency_result,Labour,Wales,Gower,,,,14980,76.3,,
constituency_result,Labour,Wales,Islwyn,,,,23027,68.5,,
constituency_result,Labour,Wales,Llanelli,,,,16039,73.2,,
constituency_result,Plaid Cymru,Wales,Merionethshire and Nant Conwy,,,,3000,70.5,,
constituency_result,Labour,Wales,Merthyr Tydfil and Rhymney,,,,27086,68.3,,
constituency_result,Conservative,Wales,Monmouth,,,,4178,80.0,,
constituency_result,Liberal Democrat,Wales,Montgomeryshire,,,,6303,76.6,,
constituency_result,Labour,Wales,Neath,,,,26741,72.5,,
constituency_result,Labour,Wales,Newport East,,,,18888,73.3,,
constituency_result,Labour,Wales,Newport West,,,,14537,73.1,,
constituency_result,Labour,Wales,Ogmore,,,,25449,69.8,,
constituency_result,Labour,Wales,Pontypridd,,,,23123,70.7,,
constituency_result,Conservative,Wales,Preseli Pembrokeshire,,,,3995,77.7,,
constituency_result,Labour,Wales,Rhondda,,,,30091,66.0,,
constituency_result,Labour,Wales,Swansea East,,,,25569,67.4,,
constituency_result,Labour,Wales,Swansea West,,,,14659,66.4,,
constituency_result,Labour,Wales,Torfaen,,,,24064,71.5,,
constituency_result,Labour,Wales,Vale of Clwyd,,,,8955,75.8,,
constituency_result,Labour,Wales,Vale of Glamorgan,,,,10532,79.5,,
constituency_result,Labour,Wales,Wrexham,,,,11762,70.4,,
constituency_result,Labour,Wales,Ynys Mon,,,,2745,72.8,,
constituency_result,DUP,Northern Ireland,Belfast East,,,,6754,68.1,,
constituency_result,UUP,Northern Ireland,Belfast North,,,,13024,67.8,,
constituency_result,UUP,Northern Ireland,Belfast South,,,,4521,73.1,,
constituency_result,Sinn Féin,Northern Ireland,Belfast West,,,,7909,68.0,,
constituency_result,UUP,Northern Ireland,East Antrim,,,,5358,64.5,,
constituency_result,UUP,Northern Ireland,East Londonderry,,,,7582,62.6,,
constituency_result,UUP,Northern Ireland,Fermanagh and South Tyrone,,,,3887,74.2,,
constituency_result,SDLP,Northern Ireland,Foyle,,,,13664,68.7,,
constituency_result,UUP,Northern Ireland,Lagan Valley,,,,10545,68.7,,
constituency_result,Sinn Féin,Northern Ireland,Mid Ulster,,,,1883,74.4,,
constituency_result,SDLP,Northern Ireland,Newry and Armagh,,,,4889,72.9,,
constituency_result,DUP,Northern Ireland,North Antrim,,,,19456,60.1,,
constituency_result,UUP,Northern Ireland,North Down,,,,4415,67.0,,
constituency_result,UUP,Northern Ireland,South Antrim,,,,7338,63.4,,
constituency_result,SDLP,Northern Ireland,South Down,,,,9933,72.0,,
constituency_result,UUP,Northern Ireland,Strangford,,,,5852,63.3,,
constituency_result,UUP,Northern Ireland,Upper Bann,,,,9382,66.2,,
constituency_result,UUP,Northern Ireland,West Tyrone,,,,1161,72.2,,
vote_summary,Labour,,,396,13518167,43.2,,,,
vote_summary,Conservative,,,170,9600943,30.7,,,,
vote_summary,Liberal Democrat,,,53,5242947,16.8,,,,
vote_summary,UUP,,,11,258349,0.8,,,,
vote_summary,SNP,,,7,621550,2.0,,,,
vote_summary,Plaid Cymru,,,4,161030,0.5,,,,
vote_summary,SDLP,,,3,190814,0.6,,,,
vote_summary,DUP,,,2,107348,0.3,,,,
vote_summary,Sinn Féin,,,2,126921,0.4,,,,
vote_summary,Speaker,,,1,23969,0.1,,,,
vote_summary,Independents,,,1,55938,0.2,,,,
seat_breakdown,Labour,,,396,,,,,,
seat_breakdown,Conservative,,,170,,,,,,
seat_breakdown,Liberal Democrat,,,53,,,,,,
seat_breakdown,UUP,,,11,,,,,,
seat_breakdown,SNP,,,7,,,,,,
seat_breakdown,Plaid Cymru,,,4,,,,,,
seat_breakdown,SDLP,,,3,,,,,,
seat_breakdown,DUP,,,2,,,,,,
seat_breakdown,Sinn Féin,,,2,,,,,,
seat_breakdown,Speaker,,,1,,,,,,
seat_breakdown,Independents,,,1,,,,,,
overall_total,,,,650,31287902,,,71.4,31287902,43846154
